CNIS/NSF,type,libellé principal,libellé complémentaire,durée,tutelle,niveau RNCP,lien site onisep.fr
210,Classe de 1re (générale ou technologique),Classe de 1re STAV,,1 an,Ministère de l'Agriculture de l'Agroalimentaire et de la Forêt,Niveau IV : niveau bac,http://www.onisep.fr/http/redirection/formation/identifiant/2783
343,Formation d'école spécialisée,Technicien en radioprotection,,1 an,Ministère chargé de l'Éducation nationale,Niveau IV : niveau bac,http://www.onisep.fr/http/redirection/formation/identifiant/2800
201,Brevet de technicien supérieur,Conception et réalisation de systèmes automatiques,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2801
254,Baccalauréat professionnel,Construction des carrosseries,,3 ans,Ministère chargé de l'Éducation nationale,Niveau IV : niveau bac,http://www.onisep.fr/http/redirection/formation/identifiant/2807
254,Baccalauréat professionnel,Réparation des carrosseries,,3 ans,Ministère chargé de l'Éducation nationale,Niveau IV : niveau bac,http://www.onisep.fr/http/redirection/formation/identifiant/2809
220,Baccalauréat professionnel,Procédés de la chimie de l'eau et des papiers-cartons,,3 ans,Ministère chargé de l'Éducation nationale,Niveau IV : niveau bac,http://www.onisep.fr/http/redirection/formation/identifiant/2810
134,Classe de 2nde spécifique,Seconde spécifique,option BT dessinateur en arts appliqués,1 an,Ministère chargé de l'Éducation nationale,Niveau IV : niveau bac,http://www.onisep.fr/http/redirection/formation/identifiant/2833
344,Diplôme universitaire de technologie,Hygiène sécurité environnement,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2861
233,Brevet de compagnon professionnel,Peintre applicateur de revêtements,,1 an,Chambre de métiers et de l'artisanat,Niveau V : niveau BEP CAP,http://www.onisep.fr/http/redirection/formation/identifiant/2873
234,Brevet de compagnon professionnel,Installateur en sanitaire et thermique,,1 an,Chambre de métiers et de l'artisanat,Niveau V : niveau BEP CAP,http://www.onisep.fr/http/redirection/formation/identifiant/2874
255,Brevet de compagnon professionnel,Installateur en équipements électriques,,1 an,Chambre de métiers et de l'artisanat,Niveau V : niveau BEP CAP,http://www.onisep.fr/http/redirection/formation/identifiant/2876
242,Mention complémentaire,Essayage-retouche-vente,,1 an,Ministère chargé de l'Éducation nationale,Niveau V : niveau BEP CAP,http://www.onisep.fr/http/redirection/formation/identifiant/2878
335,Diplôme d'Etat de la Jeunesse et des Sports,Brevet d'aptitude professionnelle d'assistant animateur technicien,option loisirs du jeune et de l'enfant,1 an,Ministère chargé de l'Éducation nationale,Niveau V : niveau BEP CAP,http://www.onisep.fr/http/redirection/formation/identifiant/2892
335,Diplôme d'Etat de la Jeunesse et des Sports,Brevet d'aptitude professionnelle d'assistant animateur technicien,option loisirs de pleine nature,1 an,Ministère chargé de l'Éducation nationale,Niveau V : niveau BEP CAP,http://www.onisep.fr/http/redirection/formation/identifiant/2893
250,Diplôme d'ingénieur,diplôme d'ingénieur de l'Ecole nationale supérieure d'ingénieurs de Limoges de l'université de Limoges,spécialité mécatronique,3 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/2894
133,Diplôme d'études universitaires scientifiques et techniques,Arts du spectacle,spécialité théâtre,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2921
313,Formation d'école spécialisée,Négociateur immobilier,,15 mois,Chambre de commerce et d'industrie,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2922
222,Diplôme d'ingénieur,diplôme d'ingénieur de l'Ecole de biologie industrielle,,5 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau I niveau au moins égal à bac + 5,http://www.onisep.fr/http/redirection/formation/identifiant/2925
213,Diplôme d'études universitaires scientifiques et techniques,Technicien de la mer et du littoral,option valorisation et production des bio ressources aquatiques,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2942
213,Diplôme d'études universitaires scientifiques et techniques,Technicien de la mer et du littoral,option gestion et aménagement de l'environnement et du littoral,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2943
221,Diplôme d'études universitaires scientifiques et techniques,Biotechnologies,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2946
221,Diplôme d'études universitaires scientifiques et techniques,Distribution et qualité des produits alimentaires,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2947
222,Diplôme d'études universitaires scientifiques et techniques,Analyse des milieux biologiques,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2954
313,Diplôme d'études universitaires scientifiques et techniques,Banque organismes financiers et de prévoyance,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2962
323,Diplôme d'études universitaires scientifiques et techniques,Formation de base aux métiers du théâtre,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2967
326,Diplôme d'études universitaires scientifiques et techniques,Informatique d'organisation et systèmes d'information,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2970
331,Diplôme d'études universitaires scientifiques et techniques,Production et contrôles des produits de santé,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2974
331,Diplôme d'études universitaires scientifiques et techniques,Technologie de l'organisation dans les professions de santé,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2975
335,Diplôme d'études universitaires scientifiques et techniques,Sport adapté activités physiques adaptées : déficients intellectuels troubles psychiques,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2983
335,Diplôme d'études universitaires scientifiques et techniques,Animation et gestion des activités physiques et sportives ou culturelles,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2984
343,Diplôme d'études universitaires scientifiques et techniques,Environnement et déchets,,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/2989
110,Classe préparatoire aux grandes écoles,Cycle préparatoire polytechnique aux INP de Bordeaux Grenoble Nancy et Toulouse,La prépa des INP,2 ans,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3012
110,Classe préparatoire aux grandes écoles,Classe préparatoire Biologie chimie physique et sciences de la Terre - Vétérinaire (Véto-BCPST) 1re année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3013
110,Classe préparatoire aux grandes écoles,Classe préparatoire Mathématiques physique et sciences de l'ingénieur (MPSI) 1re année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3014
110,Classe préparatoire aux grandes écoles,Classe préparatoire Physique-chimie et sciences de l'ingénieur (PCSI) 1re année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3015
110,Classe préparatoire aux grandes écoles,Classe préparatoire Physique technologie et sciences de l'ingénieur (PTSI) 1re année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3016
110,Classe préparatoire aux grandes écoles,Classe préparatoire Technologie et biologie (TB) 1re année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3017
110,Classe préparatoire aux grandes écoles,Classe préparatoire Technologie physique et chimie (TPC) 1re année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3018
110,Classe préparatoire aux grandes écoles,Classe préparatoire Technologie et sciences industrielles (TSI) 1re année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3019
110,Classe préparatoire aux grandes écoles,Classe préparatoire Physique-chimie (PC*) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3020
110,Classe préparatoire aux grandes écoles,Classe préparatoire ATS ingénierie industrielle,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3021
110,Classe préparatoire aux grandes écoles,Classe préparatoire Technologie et biologie (TB) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3022
110,Classe préparatoire aux grandes écoles,Classe préparatoire Biologie chimie physique et sciences de la Terre - Vétérinaire (Véto-BCPST) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3023
110,Classe préparatoire aux grandes écoles,Classe préparatoire ATS biologie,,1 an,Ministère de l'Agriculture de l'Agroalimentaire et de la Forêt,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3024
110,Classe préparatoire aux grandes écoles,Classe préparatoire Technologie physique et chimie (TPC) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3025
110,Classe préparatoire aux grandes écoles,Classe préparatoire Technologie et sciences industrielles (TSI) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3026
110,Classe préparatoire aux grandes écoles,Classe préparatoire Physique et technologie (PT) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3027
110,Classe préparatoire aux grandes écoles,Classe préparatoire Physique-chimie (PC) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3028
110,Classe préparatoire aux grandes écoles,Classe préparatoire Mathématiques-physique (MP*) 2e année,,1 an,Ministère chargé de l'Enseignement supérieur et de la Recherche,Niveau III : niveau bac + 2,http://www.onisep.fr/http/redirection/formation/identifiant/3029
